61.50144998,23.78090828
61.50161408,23.78073023
61.50136353,23.78016678
61.50115355,23.78066587
61.50210700,23.78035971
61.50210934,23.78061308
61.50225642,23.78074977
61.50233907,23.78051017
61.50169321,23.78099677
61.50125071,23.77990755
61.47506216,23.86420976
61.47277879,23.89292178
61.50332491,23.79136888
61.50332742,23.75004020
61.49737729,23.78470915
61.50348857,23.74981646
61.49768233,23.78392522
61.50344654,23.75007483
61.49766912,23.78332293
61.50372789,23.75048188
61.49693804,23.78198229
61.50394822,23.75007081
61.49654481,23.78122887
61.50418709,23.75048709
61.49646414,23.78058863
61.50115905,23.74549805
61.50416665,23.75093217
61.49680665,23.78026579
61.50383906,23.75081911
61.49721105,23.78033985
61.50368625,23.75096270
61.49710841,23.78126337
61.50388634,23.75110347
61.49696142,23.78127723
61.50398456,23.75133404
61.49677748,23.78117598
61.49779906,23.74201842
61.50393881,23.75189497
61.49758812,23.78246476
61.49748057,23.74243286
61.50416343,23.75150167
61.49756884,23.78190097
61.49751077,23.74221297
61.50429527,23.75151841
61.49777803,23.78247626
61.49753659,23.74199314
61.50427919,23.75202573
61.49779743,23.78311696
61.49755811,23.74180993
61.50464465,23.75192494
61.49802449,23.78338454
61.49734030,23.74226929
61.50476862,23.75228878
61.49801619,23.78201318
61.49734863,23.74204960
61.50475255,23.75280500
61.49739614,23.74172891
61.50448824,23.75241558
61.49801868,23.74251076
61.50447282,23.75329664
61.49949025,23.74126311
61.50431614,23.75364490
61.49928923,23.74135630
61.50433397,23.75409857
61.49991227,23.74943233
61.50430122,23.75480177
61.49776704,23.75065758
61.50449364,23.75540534
61.49805357,23.78262633
61.49775324,23.75028248
61.50356004,23.75169334
61.49968025,23.78071975
61.49747355,23.74803351
61.50345516,23.75247719
61.50042815,23.78108620
61.49750785,23.74765803
61.50360068,23.75300102
61.50060420,23.78393057
61.49805002,23.74289486
61.50311225,23.75328963
61.50182169,23.78299918
61.49773039,23.74975189
61.50296446,23.75151126
61.49781607,23.75116051
61.50310328,23.75069155
61.49823178,23.75127617
61.50336811,23.75370579
61.49856818,23.75107214
61.50309690,23.75420621
61.49840323,23.74937128
61.50331393,23.75431126
61.49324401,23.74839514
61.49427287,23.74896443
61.50342475,23.75446166
61.49429390,23.74850675
61.50331024,23.75462274
61.49395008,23.74884122
61.50352913,23.75576883
61.49473270,23.74341324
61.50354274,23.75624031
61.49436633,23.74337050
61.50249700,23.75634639
61.49465167,23.74392863
61.50249861,23.75018923
61.49834204,23.73538732
61.50257137,23.75045556
61.49877955,23.73546367
61.50232491,23.75053761
61.49793298,23.78361586
61.50218921,23.75072555
61.49782360,23.78416777
61.50184866,23.75050586
61.49766503,23.78460462
